open_time,pair,base,quote,binance_open,binance_high,binance_low,binance_close,binance_volume,coinbase_open,coinbase_high,coinbase_low,coinbase_close,coinbase_volume,best_exchange,profit,profit_percentage
2025-08-08 00:00:00,BTC-EUR,BTC,EUR,100611.47000000,100624.70000000,100530.74000000,100530.74000000,0.25530000,100621.830000000001746,100630.399999999994179,100531.869999999995343,100531.869999999995343,0.05078821,coinbase,1.13000000,0.00
2025-08-08 00:01:00,BTC-EUR,BTC,EUR,100530.73000000,100571.63000000,100530.73000000,100564.08000000,0.09040000,100564.25,100576.94999999999709,100564.25,100576.94999999999709,0.00293884,coinbase,12.87000000,0.01
2025-08-08 00:02:00,BTC-EUR,BTC,EUR,100562.16000000,100597.07000000,100562.15000000,100597.07000000,0.01574000,100572.059999999997672,100606.649999999994179,100572.059999999997672,100598.850000000005821,0.00297125,coinbase,1.78000000,0.00
2025-08-08 00:03:00,BTC-EUR,BTC,EUR,100597.07000000,100610.20000000,100597.07000000,100610.20000000,0.13399000,100593.029999999998836,100624.179999999993015,100593.029999999998836,100624.179999999993015,0.01167417,coinbase,13.98000000,0.01
2025-08-08 00:04:00,BTC-EUR,BTC,EUR,100610.21000000,100628.31000000,100589.56000000,100603.78000000,0.09415000,100596.580000000001746,100623.110000000000582,100556.559999999997672,100556.559999999997672,0.06024896,binance,47.22000000,0.05
2025-08-08 00:05:00,BTC-EUR,BTC,EUR,100603.77000000,100603.78000000,100490.10000000,100545.91000000,0.07550000,100510.690000000002328,100560.610000000000582,100481.220000000001164,100560.610000000000582,0.05397589,coinbase,14.70000000,0.01
2025-08-08 00:06:00,BTC-EUR,BTC,EUR,100552.33000000,100565.21000000,100538.66000000,100538.66000000,0.03537000,100560.610000000000582,100560.610000000000582,100560.610000000000582,100560.610000000000582,0.0,coinbase,21.95000000,0.02
2025-08-08 00:07:00,BTC-EUR,BTC,EUR,100533.05000000,100578.02000000,100526.63000000,100578.02000000,0.02354000,100558.850000000005821,100566.869999999995343,100558.850000000005821,100566.869999999995343,0.00030215,binance,11.15000000,0.01
2025-08-08 00:08:00,BTC-EUR,BTC,EUR,100566.07000000,100574.65000000,100546.26000000,100546.27000000,0.03565000,100581.169999999998254,100586.029999999998836,100527.419999999998254,100527.419999999998254,0.00084963,binance,18.85000000,0.02
2025-08-08 00:09:00,BTC-EUR,BTC,EUR,100545.91000000,100545.91000000,100488.04000000,100488.04000000,0.03617000,100528.789999999993597,100536.820000000006985,100516.25,100536.820000000006985,0.02408471,coinbase,48.78000000,0.05
2025-08-08 00:10:00,BTC-EUR,BTC,EUR,100488.05000000,100539.48000000,100488.05000000,100539.48000000,0.01369000,100565,100565,100565,100565,0.0064,coinbase,25.52000000,0.03
2025-08-08 00:11:00,BTC-EUR,BTC,EUR,100540.20000000,100540.20000000,100529.36000000,100540.20000000,0.02694000,100537.970000000001164,100561.220000000001164,100521.389999999999418,100521.389999999999418,0.05788882,binance,18.81000000,0.02
2025-08-08 00:12:00,BTC-EUR,BTC,EUR,100539.39000000,100540.20000000,100505.21000000,100540.20000000,0.09363000,100559.880000000004657,100559.880000000004657,100549.389999999999418,100549.389999999999418,0.00582597,coinbase,9.19000000,0.01
2025-08-08 00:13:00,BTC-EUR,BTC,EUR,100540.20000000,100578.02000000,100540.20000000,100578.02000000,0.03821000,100556.339999999996508,100595.360000000000582,100556.339999999996508,100595.360000000000582,0.25498252,coinbase,17.34000000,0.02
2025-08-08 00:14:00,BTC-EUR,BTC,EUR,100575.33000000,100575.33000000,100558.77000000,100558.77000000,0.00337000,100593.080000000001746,100593.080000000001746,100559.679999999993015,100559.679999999993015,0.00316164,coinbase,0.91000000,0.00
2025-08-08 00:15:00,BTC-EUR,BTC,EUR,100554.29000000,100554.29000000,100507.11000000,100526.24000000,0.11505000,100558.389999999999418,100558.389999999999418,100513.169999999998254,100513.169999999998254,0.04095898,binance,13.07000000,0.01
2025-08-08 00:16:00,BTC-EUR,BTC,EUR,100526.62000000,100536.67000000,100488.09000000,100488.09000000,0.11351000,100493.529999999998836,100500.880000000004657,100493.529999999998836,100500.880000000004657,0.00015283,coinbase,12.79000000,0.01
2025-08-08 00:17:00,BTC-EUR,BTC,EUR,100494.35000000,100507.33000000,100488.05000000,100495.67000000,0.00740000,100519.559999999997672,100522.559999999997672,100487.770000000004075,100487.770000000004075,0.02286022,binance,7.90000000,0.01
2025-08-08 00:18:00,BTC-EUR,BTC,EUR,100490.64000000,100490.64000000,100324.85000000,100341.54000000,0.24654000,100489.649999999994179,100489.649999999994179,100328.289999999993597,100328.289999999993597,0.02575468,binance,13.25000000,0.01
2025-08-08 00:19:00,BTC-EUR,BTC,EUR,100332.97000000,100332.97000000,100158.47000000,100158.47000000,1.21335000,100304.210000000006403,100304.210000000006403,100143.179999999993015,100143.179999999993015,0.02929404,binance,15.29000000,0.02
2025-08-08 00:20:00,BTC-EUR,BTC,EUR,100158.47000000,100190.00000000,100147.27000000,100162.54000000,0.53505000,100153.770000000004075,100261.479999999995925,100147.369999999995343,100261.479999999995925,0.12070034,coinbase,98.94000000,0.10
2025-08-08 00:21:00,BTC-EUR,BTC,EUR,100162.53000000,100272.90000000,100140.82000000,100228.54000000,0.44792000,100255.679999999993015,100269.55000000000291,100251.679999999993015,100262,0.00085038,coinbase,33.46000000,0.03
2025-08-08 00:22:00,BTC-EUR,BTC,EUR,100225.84000000,100269.42000000,100179.41000000,100269.42000000,0.22314000,100262,100262,100262,100262,0.0,binance,7.42000000,0.01
2025-08-08 00:23:00,BTC-EUR,BTC,EUR,100270.95000000,100333.71000000,100262.99000000,100262.99000000,0.13101000,100327.25,100327.25,100221.600000000005821,100221.600000000005821,0.13681782,binance,41.39000000,0.04
2025-08-08 00:24:00,BTC-EUR,BTC,EUR,100256.56000000,100274.80000000,100205.12000000,100274.79000000,0.14761000,100213.940000000002328,100273.789999999993597,100213.940000000002328,100273.789999999993597,0.00054206,binance,1.00000000,0.00
2025-08-08 00:25:00,BTC-EUR,BTC,EUR,100274.80000000,100338.73000000,100274.80000000,100306.40000000,0.46456000,100342.55000000000291,100348.529999999998836,100311.279999999998836,100311.279999999998836,0.00854857,coinbase,4.88000000,0.00
2025-08-08 00:26:00,BTC-EUR,BTC,EUR,100308.00000000,100456.69000000,100308.00000000,100456.69000000,0.51488000,100340.729999999995925,100462.869999999995343,100340.729999999995925,100462.869999999995343,0.09202956,coinbase,6.18000000,0.01
2025-08-08 00:27:00,BTC-EUR,BTC,EUR,100462.31000000,100462.31000000,100348.11000000,100404.46000000,0.21639000,100421.160000000003492,100434.919999999998254,100373.839999999996508,100427.740000000005239,0.04926788,coinbase,23.28000000,0.02
2025-08-08 00:28:00,BTC-EUR,BTC,EUR,100421.67000000,100436.60000000,100372.30000000,100385.16000000,0.26076000,100440.44999999999709,100440.44999999999709,100380.990000000005239,100380.990000000005239,0.00262276,binance,4.17000000,0.00
2025-08-08 00:29:00,BTC-EUR,BTC,EUR,100398.02000000,100406.25000000,100356.00000000,100391.59000000,0.08128000,100373.690000000002328,100391.169999999998254,100361.44999999999709,100391.169999999998254,0.01579256,binance,0.42000000,0.00
2025-08-08 00:30:00,BTC-EUR,BTC,EUR,100396.94000000,100404.29000000,100340.16000000,100373.29000000,0.13539000,100382.600000000005821,100382.600000000005821,100345.5,100379.820000000006985,0.05576973,coinbase,6.53000000,0.01
2025-08-08 00:31:00,BTC-EUR,BTC,EUR,100376.82000000,100391.59000000,100344.23000000,100344.23000000,0.15899000,100395.630000000004657,100407.279999999998836,100357.669999999998254,100363.410000000003492,0.06653294,coinbase,19.18000000,0.02
2025-08-08 00:32:00,BTC-EUR,BTC,EUR,100344.64000000,100353.00000000,100315.94000000,100353.00000000,0.41224000,100354.69999999999709,100368,100322.830000000001746,100354.80000000000291,0.03758098,coinbase,1.80000000,0.00
2025-08-08 00:33:00,BTC-EUR,BTC,EUR,100333.72000000,100365.87000000,100333.72000000,100365.87000000,0.02822000,100334.740000000005239,100391.720000000001164,100334.740000000005239,100389.910000000003492,0.0017941,coinbase,24.04000000,0.02
2025-08-08 00:34:00,BTC-EUR,BTC,EUR,100367.51000000,100367.51000000,100320.86000000,100320.86000000,0.02313000,100378.460000000006403,100378.460000000006403,100361.020000000004075,100363.529999999998836,0.03467477,coinbase,42.67000000,0.04
2025-08-08 00:35:00,BTC-EUR,BTC,EUR,100316.33000000,100359.43000000,100316.33000000,100332.10000000,0.13439000,100363.169999999998254,100363.169999999998254,100349.460000000006403,100349.460000000006403,0.00162682,coinbase,17.36000000,0.02
2025-08-08 00:36:00,BTC-EUR,BTC,EUR,100320.86000000,100496.82000000,100288.72000000,100496.82000000,0.09591000,100342.339999999996508,100686.619999999995343,100342.339999999996508,100686.619999999995343,0.01941092,coinbase,189.80000000,0.19
2025-08-08 00:37:00,BTC-EUR,BTC,EUR,100496.82000000,100639.53000000,100496.82000000,100639.53000000,0.20657000,100686.619999999995343,100686.619999999995343,100686.619999999995343,100686.619999999995343,0.0,coinbase,47.09000000,0.05
2025-08-08 00:38:00,BTC-EUR,BTC,EUR,100641.61000000,100807.59000000,100641.61000000,100797.79000000,0.26319000,100742.830000000001746,100800,100731.179999999993015,100800,0.16642359,coinbase,2.21000000,0.00
2025-08-08 00:39:00,BTC-EUR,BTC,EUR,100802.82000000,100812.77000000,100745.25000000,100756.71000000,0.30696000,100800.559999999997672,100841.649999999994179,100761.839999999996508,100761.839999999996508,0.00419773,coinbase,5.13000000,0.01
2025-08-08 00:40:00,BTC-EUR,BTC,EUR,100745.43000000,100838.15000000,100687.98000000,100838.15000000,0.31647000,100755.139999999999418,100828.979999999995925,100755.139999999999418,100828.979999999995925,0.04444154,binance,9.17000000,0.01
2025-08-08 00:41:00,BTC-EUR,BTC,EUR,100833.87000000,100839.64000000,100738.81000000,100779.22000000,0.23527000,100832.059999999997672,100852.490000000005239,100765.559999999997672,100803.089999999996508,0.00213985,coinbase,23.87000000,0.02
