open_time,pair,base,quote,binance_open,binance_high,binance_low,binance_close,binance_volume,coinbase_open,coinbase_high,coinbase_low,coinbase_close,coinbase_volume,best_exchange,path_index,path,capital_start,capital_end,net_profit,net_profit_percentage
2025-08-08 08:13:00,XLM-USDT,XLM,USDT,0.4645,0.4652,0.4644,0.4649,22880.0,0.4594,0.4594,0.4594,0.4594,0.0,binance,1,USDT -> XLM,20000.0,20240.0,240.0,1.20
2025-08-08 01:09:00,XLM-EUR,XLM,EUR,0.3863,0.3863,0.381,0.3824,16845.0,0.385879,0.385879,0.385879,0.385879,0.0,coinbase,2,USDT -> XLM -> EUR,20240.0,20424.184,184.1840000000011,0.91
2025-08-08 15:03:00,ETH-EUR,ETH,EUR,3413.76,3416.6,3404.72,3404.72,26.8781,3413.22,3416.91,3398.01,3398.01,6.54619874,binance,3,USDT -> XLM -> EUR -> ETH,20424.184,20465.032368,40.84836799999903,0.20
2025-08-08 01:14:00,LINK-ETH,LINK,ETH,0.00472,0.004733,0.00472,0.004732,371.67,0.00467664,0.00467664,0.00467664,0.00467664,0.0,binance,4,USDT -> XLM -> EUR -> ETH -> LINK,20465.032368,20706.5197499424,241.48738194239922,1.18
2025-08-08 07:09:00,LINK-BTC,LINK,BTC,0.0001634,0.0001637,0.0001634,0.0001636,203.48,0.00016346,0.00016515,0.00016346,0.00016515,52.59,coinbase,5,USDT -> XLM -> EUR -> ETH -> LINK -> BTC,20706.5197499424,20903.231687566855,196.71193762445546,0.95
