open_time,pair,base,quote,binance_open,binance_high,binance_low,binance_close,binance_volume,coinbase_open,coinbase_high,coinbase_low,coinbase_close,coinbase_volume,best_exchange,profit,profit_percentage
2025-08-08 00:00:00,XLM-BTC,XLM,BTC,0.00000374,0.00000375,0.00000374,0.00000375,3622.00000000,0.00000375,0.00000375,0.00000375,0.00000375,0.0,no_arbitrage,0,0.00
2025-08-08 00:01:00,XLM-BTC,XLM,BTC,0.00000375,0.00000376,0.00000375,0.00000376,7862.00000000,0.00000375,0.00000378,0.00000375,0.00000378,7469.0,coinbase,0.00000002,0.53
2025-08-08 00:02:00,XLM-BTC,XLM,BTC,0.00000377,0.00000377,0.00000376,0.00000376,5136.00000000,0.00000378,0.00000378,0.00000378,0.00000378,0.0,coinbase,0.00000002,0.53
2025-08-08 00:03:00,XLM-BTC,XLM,BTC,0.00000377,0.00000378,0.00000377,0.00000378,5909.00000000,0.00000378,0.00000378,0.00000378,0.00000378,0.0,no_arbitrage,0,0.00
2025-08-08 00:04:00,XLM-BTC,XLM,BTC,0.00000378,0.00000379,0.00000376,0.00000377,6866.00000000,0.00000379,0.00000379,0.00000376,0.00000376,3102.0,binance,0.00000001,0.27
2025-08-08 00:05:00,XLM-BTC,XLM,BTC,0.00000376,0.00000378,0.00000376,0.00000378,3948.00000000,0.00000376,0.00000376,0.00000376,0.00000376,0.0,binance,0.00000002,0.53
2025-08-08 00:06:00,XLM-BTC,XLM,BTC,0.00000378,0.00000378,0.00000377,0.00000377,1386.00000000,0.00000376,0.00000376,0.00000376,0.00000376,0.0,binance,0.00000001,0.27
2025-08-08 00:07:00,XLM-BTC,XLM,BTC,0.00000376,0.00000376,0.00000376,0.00000376,3918.00000000,0.00000376,0.00000376,0.00000376,0.00000376,0.0,no_arbitrage,0,0.00
2025-08-08 00:08:00,XLM-BTC,XLM,BTC,0.00000375,0.00000375,0.00000374,0.00000374,11680.00000000,0.00000375,0.00000375,0.00000373,0.00000373,9591.0,binance,0.00000001,0.27
2025-08-08 00:09:00,XLM-BTC,XLM,BTC,0.00000373,0.00000373,0.00000373,0.00000373,2741.00000000,0.00000373,0.00000373,0.00000373,0.00000373,0.0,no_arbitrage,0,0.00
2025-08-08 00:10:00,XLM-BTC,XLM,BTC,0.00000373,0.00000373,0.00000373,0.00000373,400.00000000,0.00000372,0.00000375,0.00000372,0.00000375,1417.0,coinbase,0.00000002,0.54
2025-08-08 00:11:00,XLM-BTC,XLM,BTC,0.00000372,0.00000377,0.00000372,0.00000377,14111.00000000,0.00000375,0.00000375,0.00000375,0.00000375,0.0,binance,0.00000002,0.53
2025-08-08 00:12:00,XLM-BTC,XLM,BTC,0.00000378,0.00000384,0.00000378,0.00000384,85169.00000000,0.00000379,0.00000384,0.00000379,0.00000384,29980.0,no_arbitrage,0,0.00
2025-08-08 00:13:00,XLM-BTC,XLM,BTC,0.00000385,0.00000389,0.00000383,0.00000387,142882.00000000,0.00000385,0.00000388,0.00000385,0.00000387,47274.0,no_arbitrage,0,0.00
2025-08-08 00:14:00,XLM-BTC,XLM,BTC,0.00000387,0.00000389,0.00000386,0.00000387,46369.00000000,0.00000387,0.00000387,0.00000387,0.00000387,294.0,no_arbitrage,0,0.00
2025-08-08 00:15:00,XLM-BTC,XLM,BTC,0.00000386,0.00000387,0.00000385,0.00000387,10080.00000000,0.00000386,0.00000386,0.00000383,0.00000383,147.0,binance,0.00000004,1.04
2025-08-08 00:16:00,XLM-BTC,XLM,BTC,0.00000387,0.00000387,0.00000386,0.00000386,24963.00000000,0.00000383,0.00000383,0.00000383,0.00000383,0.0,binance,0.00000003,0.78
2025-08-08 00:17:00,XLM-BTC,XLM,BTC,0.00000385,0.00000385,0.00000385,0.00000385,20181.00000000,0.00000383,0.00000383,0.00000383,0.00000383,0.0,binance,0.00000002,0.52
2025-08-08 00:18:00,XLM-BTC,XLM,BTC,0.00000385,0.00000385,0.00000382,0.00000384,62876.00000000,0.00000383,0.00000383,0.00000383,0.00000383,5586.0,binance,0.00000001,0.26
2025-08-08 00:19:00,XLM-BTC,XLM,BTC,0.00000384,0.00000384,0.00000382,0.00000382,7773.00000000,0.00000383,0.00000383,0.00000383,0.00000383,0.0,coinbase,0.00000001,0.26
2025-08-08 00:20:00,XLM-BTC,XLM,BTC,0.00000381,0.00000382,0.00000380,0.00000380,13208.00000000,0.00000381,0.00000381,0.00000379,0.00000379,1754.0,binance,0.00000001,0.26
2025-08-08 00:21:00,XLM-BTC,XLM,BTC,0.00000380,0.00000381,0.00000378,0.00000380,35044.00000000,0.0000038,0.00000381,0.0000038,0.00000381,9560.0,coinbase,0.00000001,0.26
2025-08-08 00:22:00,XLM-BTC,XLM,BTC,0.00000380,0.00000382,0.00000380,0.00000381,20972.00000000,0.00000381,0.00000381,0.00000381,0.00000381,0.0,no_arbitrage,0,0.00
2025-08-08 00:23:00,XLM-BTC,XLM,BTC,0.00000382,0.00000384,0.00000381,0.00000381,39283.00000000,0.00000381,0.00000384,0.00000379,0.00000379,2201.0,binance,0.00000002,0.53
2025-08-08 00:24:00,XLM-BTC,XLM,BTC,0.00000380,0.00000381,0.00000379,0.00000381,6960.00000000,0.00000379,0.00000379,0.00000379,0.00000379,0.0,binance,0.00000002,0.53
2025-08-08 00:25:00,XLM-BTC,XLM,BTC,0.00000382,0.00000388,0.00000382,0.00000385,503204.00000000,0.00000384,0.00000387,0.00000384,0.00000384,48743.0,binance,0.00000001,0.26
2025-08-08 00:26:00,XLM-BTC,XLM,BTC,0.00000385,0.00000385,0.00000383,0.00000385,22964.00000000,0.00000384,0.00000384,0.00000384,0.00000384,0.0,binance,0.00000001,0.26
2025-08-08 00:27:00,XLM-BTC,XLM,BTC,0.00000384,0.00000384,0.00000381,0.00000382,9165.00000000,0.00000381,0.00000383,0.0000038,0.00000383,1544.0,coinbase,0.00000001,0.26
2025-08-08 00:28:00,XLM-BTC,XLM,BTC,0.00000382,0.00000385,0.00000382,0.00000384,7226.00000000,0.00000383,0.00000385,0.00000383,0.00000385,6869.0,coinbase,0.00000001,0.26
2025-08-08 00:29:00,XLM-BTC,XLM,BTC,0.00000385,0.00000385,0.00000383,0.00000383,11068.00000000,0.00000385,0.00000385,0.00000385,0.00000385,0.0,coinbase,0.00000002,0.52
2025-08-08 00:30:00,XLM-BTC,XLM,BTC,0.00000384,0.00000384,0.00000382,0.00000383,2442.00000000,0.00000383,0.00000383,0.0000038,0.0000038,525.0,binance,0.00000003,0.79
2025-08-08 00:31:00,XLM-BTC,XLM,BTC,0.00000384,0.00000384,0.00000383,0.00000383,1629.00000000,0.0000038,0.0000038,0.0000038,0.0000038,0.0,binance,0.00000003,0.79
2025-08-08 00:32:00,XLM-BTC,XLM,BTC,0.00000382,0.00000382,0.00000380,0.00000382,9954.00000000,0.0000038,0.0000038,0.0000038,0.0000038,0.0,binance,0.00000002,0.53
2025-08-08 00:33:00,XLM-BTC,XLM,BTC,0.00000381,0.00000382,0.00000381,0.00000382,1850.00000000,0.0000038,0.0000038,0.0000038,0.0000038,0.0,binance,0.00000002,0.53
2025-08-08 00:34:00,XLM-BTC,XLM,BTC,0.00000381,0.00000381,0.00000381,0.00000381,3545.00000000,0.0000038,0.0000038,0.0000038,0.0000038,0.0,binance,0.00000001,0.26
2025-08-08 00:35:00,XLM-BTC,XLM,BTC,0.00000381,0.00000381,0.00000380,0.00000381,4838.00000000,0.0000038,0.0000038,0.0000038,0.0000038,0.0,binance,0.00000001,0.26
2025-08-08 00:36:00,XLM-BTC,XLM,BTC,0.00000380,0.00000383,0.00000380,0.00000383,7043.00000000,0.00000383,0.00000385,0.00000383,0.00000385,273.0,coinbase,0.00000002,0.52
2025-08-08 00:37:00,XLM-BTC,XLM,BTC,0.00000384,0.00000387,0.00000384,0.00000387,24345.00000000,0.00000385,0.00000388,0.00000385,0.00000388,5347.0,coinbase,0.00000001,0.26
2025-08-08 00:38:00,XLM-BTC,XLM,BTC,0.00000387,0.00000389,0.00000386,0.00000389,8410.00000000,0.00000389,0.00000389,0.00000389,0.00000389,6146.0,no_arbitrage,0,0.00
2025-08-08 00:39:00,XLM-BTC,XLM,BTC,0.00000389,0.00000392,0.00000389,0.00000389,342621.00000000,0.00000389,0.0000039,0.00000385,0.00000385,16870.0,binance,0.00000004,1.04
