open_time,pair,base,quote,binance_open,binance_high,binance_low,binance_close,binance_volume,coinbase_open,coinbase_high,coinbase_low,coinbase_close,coinbase_volume,best_exchange,profit,profit_percentage,path,capital_start,capital_end,net_profit,net_profit_percentage
2025-08-08 05:19:00,BTC-USDT,BTC,USDT,116679.29000000,116679.70000000,116679.29000000,116679.70000000,1.30866000,116704.899999999994179,116704.899999999994179,116704.899999999994179,116704.899999999994179,0.0,coinbase,25.20000000,0.02,buy binance -> sell coinbase,21457.449113130275,21462.083404422166,4.634291291891714,0.02
2025-08-08 05:20:00,BTC-USDT,BTC,USDT,116679.70000000,116694.40000000,116679.69000000,116694.40000000,3.64214000,116704.899999999994179,116704.899999999994179,116704.899999999994179,116704.899999999994179,0.0,coinbase,10.50000000,0.01,buy binance -> sell coinbase,21462.083404422166,21464.014532871744,1.9311284495779546,0.01
2025-08-08 05:21:00,BTC-USDT,BTC,USDT,116694.40000000,116694.40000000,116694.39000000,116694.40000000,1.01943000,116704.899999999994179,116704.899999999994179,116704.899999999994179,116704.899999999994179,0.0,coinbase,10.50000000,0.01,buy binance -> sell coinbase,21464.014532871744,21465.945835081577,1.9313022098322108,0.01
2025-08-08 05:22:00,BTC-USDT,BTC,USDT,116694.39000000,116694.40000000,116668.63000000,116668.64000000,2.19534000,116704.899999999994179,116704.899999999994179,116704.899999999994179,116704.899999999994179,0.0,coinbase,36.26000000,0.03,buy binance -> sell coinbase,21465.945835081577,21472.61733820341,6.671503121833666,0.03
2025-08-08 05:23:00,BTC-USDT,BTC,USDT,116668.64000000,116668.64000000,116660.00000000,116660.00000000,2.05167000,116704.899999999994179,116704.899999999994179,116704.899999999994179,116704.899999999994179,0.0,coinbase,44.90000000,0.04,buy binance -> sell coinbase,21472.61733820341,21480.881700611135,8.264362407724548,0.04
2025-08-08 05:24:00,BTC-USDT,BTC,USDT,116660.00000000,116664.78000000,116651.59000000,116651.60000000,22.92818000,116654.419999999998254,116667.19999999999709,116654.419999999998254,116667.19999999999709,0.0383613,coinbase,15.60000000,0.01,buy binance -> sell coinbase,21480.881700611135,21483.75437234928,2.8726717381468916,0.01
2025-08-08 05:25:00,BTC-USDT,BTC,USDT,116651.59000000,116651.60000000,116620.31000000,116620.32000000,3.39177000,116667.19999999999709,116667.19999999999709,116667.19999999999709,116667.19999999999709,0.0,coinbase,46.88000000,0.04,buy binance -> sell coinbase,21483.75437234928,21492.390589476585,8.636217127303098,0.04
2025-08-08 05:26:00,BTC-USDT,BTC,USDT,116620.31000000,116646.90000000,116620.31000000,116646.89000000,3.93205000,116667.19999999999709,116667.19999999999709,116667.19999999999709,116667.19999999999709,0.0,coinbase,20.31000000,0.02,buy binance -> sell coinbase,21492.390589476585,21496.132741992373,3.742152515787893,0.02
2025-08-08 05:27:00,BTC-USDT,BTC,USDT,116646.90000000,116658.10000000,116646.89000000,116658.09000000,2.04948000,116667.19999999999709,116667.19999999999709,116667.19999999999709,116667.19999999999709,0.0,coinbase,9.11000000,0.01,buy binance -> sell coinbase,21496.132741992373,21497.811406277717,1.6786642853439844,0.01
2025-08-08 05:28:00,BTC-USDT,BTC,USDT,116658.09000000,116658.10000000,116658.09000000,116658.10000000,0.82100000,116659.679999999993015,116659.679999999993015,116645.889999999999418,116645.889999999999418,0.10955845,binance,12.21000000,0.01,buy coinbase -> sell binance,21497.811406277717,21500.06170654351,2.250300265794067,0.01
2025-08-08 05:29:00,BTC-USDT,BTC,USDT,116658.10000000,116658.10000000,116658.09000000,116658.10000000,1.88369000,116645.889999999999418,116645.889999999999418,116645.889999999999418,116645.889999999999418,0.0,binance,12.21000000,0.01,buy coinbase -> sell binance,21500.06170654351,21502.312242361248,2.250535817736818,0.01
2025-08-08 05:30:00,BTC-USDT,BTC,USDT,116658.09000000,116658.09000000,116641.76000000,116641.76000000,8.77607000,116645.889999999999418,116645.889999999999418,116645.889999999999418,116645.889999999999418,0.0,coinbase,4.13000000,0.00,buy binance -> sell coinbase,21502.312242361248,21503.07358675078,0.7613443895315868,0.00
2025-08-08 05:31:00,BTC-USDT,BTC,USDT,116641.77000000,116641.77000000,116605.65000000,116605.66000000,4.51989000,116640.05000000000291,116640.05000000000291,116621.029999999998836,116621.029999999998836,0.11256501,coinbase,15.37000000,0.01,buy binance -> sell coinbase,21503.07358675078,21505.90794522899,2.83435847821238,0.01
2025-08-08 05:32:00,BTC-USDT,BTC,USDT,116605.66000000,116605.66000000,116600.00000000,116605.65000000,8.39353000,116628.330000000001746,116628.330000000001746,116614.389999999999418,116614.389999999999418,0.01001502,coinbase,8.74000000,0.01,buy binance -> sell coinbase,21505.90794522899,21507.51988800742,1.6119427784287836,0.01
2025-08-08 05:33:00,BTC-USDT,BTC,USDT,116605.66000000,116605.66000000,116593.84000000,116593.85000000,4.71064000,116614.389999999999418,116614.389999999999418,116614.389999999999418,116614.389999999999418,0.0,coinbase,20.54000000,0.02,buy binance -> sell coinbase,21507.51988800742,21511.30880533453,3.788917327110539,0.02
2025-08-08 05:34:00,BTC-USDT,BTC,USDT,116593.85000000,116593.85000000,116584.00000000,116584.00000000,5.70638000,116614.389999999999418,116614.389999999999418,116614.389999999999418,116614.389999999999418,0.0,coinbase,30.39000000,0.03,buy binance -> sell coinbase,21511.30880533453,21516.916167190313,5.607361855782074,0.03
2025-08-08 05:35:00,BTC-USDT,BTC,USDT,116584.00000000,116584.01000000,116584.00000000,116584.01000000,3.62709000,116614.389999999999418,116614.389999999999418,116614.389999999999418,116614.389999999999418,0.0,coinbase,30.38000000,0.03,buy binance -> sell coinbase,21516.916167190313,21522.52314462366,5.60697743334822,0.03
2025-08-08 05:36:00,BTC-USDT,BTC,USDT,116584.00000000,116584.01000000,116584.00000000,116584.01000000,1.36519000,116614.389999999999418,116614.389999999999418,116614.389999999999418,116614.389999999999418,0.0,coinbase,30.38000000,0.03,buy binance -> sell coinbase,21522.52314462366,21528.131583149097,5.608438525436213,0.03
2025-08-08 05:37:00,BTC-USDT,BTC,USDT,116584.01000000,116584.01000000,116584.00000000,116584.01000000,2.48528000,116596.160000000003492,116600.080000000001746,116596.160000000003492,116600.080000000001746,0.0572171,coinbase,16.07000000,0.01,buy binance -> sell coinbase,21528.131583149097,21531.099031897356,2.967448748258903,0.01
2025-08-08 05:38:00,BTC-USDT,BTC,USDT,116584.00000000,116584.01000000,116584.00000000,116584.01000000,3.50289000,116600.080000000001746,116600.080000000001746,116600.080000000001746,116600.080000000001746,0.0,coinbase,16.07000000,0.01,buy binance -> sell coinbase,21531.099031897356,21534.066889680278,2.967857782921783,0.01
2025-08-08 05:39:00,BTC-USDT,BTC,USDT,116584.01000000,116593.73000000,116584.00000000,116586.67000000,10.32266000,116600.080000000001746,116600.080000000001746,116600.080000000001746,116600.080000000001746,0.0,coinbase,13.41000000,0.01,buy binance -> sell coinbase,21534.066889680278,21536.543775219514,2.476885539235809,0.01
2025-08-08 05:40:00,BTC-USDT,BTC,USDT,116586.68000000,116589.89000000,116585.86000000,116585.90000000,20.51816000,116600.080000000001746,116600.080000000001746,116600.080000000001746,116600.080000000001746,0.0,coinbase,14.18000000,0.01,buy binance -> sell coinbase,21536.543775219514,21539.163201674455,2.6194264549412765,0.01
2025-08-08 05:41:00,BTC-USDT,BTC,USDT,116585.90000000,116585.90000000,116585.86000000,116585.87000000,5.28315000,116600.080000000001746,116600.080000000001746,116600.080000000001746,116600.080000000001746,0.0,coinbase,14.21000000,0.01,buy binance -> sell coinbase,21539.163201674455,21541.788489877013,2.625288202558295,0.01
2025-08-08 05:42:00,BTC-USDT,BTC,USDT,116585.87000000,116585.87000000,116584.83000000,116584.84000000,2.36533000,116600.089999999996508,116600.089999999996508,116600,116600,0.00219105,coinbase,15.16000000,0.01,buy binance -> sell coinbase,21541.788489877013,21544.589656079297,2.801166202283639,0.01
2025-08-08 05:43:00,BTC-USDT,BTC,USDT,116584.84000000,116584.84000000,116579.37000000,116580.01000000,7.76652000,116600,116600,116600,116600,0.0,coinbase,19.99000000,0.02,buy binance -> sell coinbase,21544.589656079297,21548.283911614402,3.694255535105185,0.02
2025-08-08 05:44:00,BTC-USDT,BTC,USDT,116580.01000000,116580.01000000,116579.37000000,116579.38000000,2.66555000,116600,116600,116600,116600,0.0,coinbase,20.62000000,0.02,buy binance -> sell coinbase,21548.283911614402,21552.095268427736,3.811356813333987,0.02
2025-08-08 05:45:00,BTC-USDT,BTC,USDT,116579.38000000,116579.38000000,116577.16000000,116577.17000000,2.30286000,116585.509999999994761,116585.509999999994761,116575.850000000005821,116575.850000000005821,0.31378164,binance,1.32000000,0.00,buy coinbase -> sell binance,21552.095268427736,21552.33930495635,0.24403652861292358,0.00
2025-08-08 05:46:00,BTC-USDT,BTC,USDT,116577.17000000,116577.17000000,116564.39000000,116564.39000000,1.71464000,116575.850000000005821,116575.850000000005821,116575.850000000005821,116575.850000000005821,0.0,coinbase,11.46000000,0.01,buy binance -> sell coinbase,21552.33930495635,21554.45821801749,2.1189130611419387,0.01
2025-08-08 05:47:00,BTC-USDT,BTC,USDT,116564.39000000,116564.40000000,116564.39000000,116564.39000000,1.00356000,116574.309999999997672,116574.309999999997672,116571.850000000005821,116571.850000000005821,0.01004845,coinbase,7.46000000,0.01,buy binance -> sell coinbase,21554.45821801749,21555.837680976176,1.3794629586845986,0.01
2025-08-08 05:48:00,BTC-USDT,BTC,USDT,116564.39000000,116564.40000000,116557.83000000,116557.84000000,9.80358000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,14.01000000,0.01,buy binance -> sell coinbase,21555.837680976176,21558.428645993292,2.5909650171161047,0.01
2025-08-08 05:49:00,BTC-USDT,BTC,USDT,116557.83000000,116557.84000000,116555.97000000,116556.00000000,28.04907000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,15.85000000,0.01,buy binance -> sell coinbase,21558.428645993292,21561.36029339059,2.9316473972976382,0.01
2025-08-08 05:50:00,BTC-USDT,BTC,USDT,116556.00000000,116557.84000000,116555.99000000,116556.02000000,27.56350000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,15.83000000,0.01,buy binance -> sell coinbase,21561.36029339059,21564.28863920614,2.928345815551438,0.01
2025-08-08 05:51:00,BTC-USDT,BTC,USDT,116556.02000000,116556.02000000,116554.95000000,116554.95000000,9.63852000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,16.90000000,0.01,buy binance -> sell coinbase,21564.28863920614,21567.415374518565,3.126735312423989,0.01
2025-08-08 05:52:00,BTC-USDT,BTC,USDT,116554.95000000,116554.96000000,116554.95000000,116554.95000000,0.71239000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,16.90000000,0.01,buy binance -> sell coinbase,21567.415374518565,21570.54256319506,3.1271886764952797,0.01
2025-08-08 05:53:00,BTC-USDT,BTC,USDT,116554.96000000,116554.96000000,116551.00000000,116551.00000000,5.75078000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,20.85000000,0.02,buy binance -> sell coinbase,21570.54256319506,21574.401353016194,3.8587898211335414,0.02
2025-08-08 05:54:00,BTC-USDT,BTC,USDT,116550.91000000,116550.92000000,116550.00000000,116550.00000000,3.14069000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,21.85000000,0.02,buy binance -> sell coinbase,21574.401353016194,21578.44597480567,4.044621789475059,0.02
2025-08-08 05:55:00,BTC-USDT,BTC,USDT,116550.01000000,116550.01000000,116550.00000000,116550.01000000,1.57412000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,21.84000000,0.02,buy binance -> sell coinbase,21578.44597480567,21582.489503073833,4.043528268164664,0.02
2025-08-08 05:56:00,BTC-USDT,BTC,USDT,116550.01000000,116550.01000000,116550.00000000,116550.01000000,1.25540000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,21.84000000,0.02,buy binance -> sell coinbase,21582.489503073833,21586.53378904813,4.0442859742979635,0.02
2025-08-08 05:57:00,BTC-USDT,BTC,USDT,116550.01000000,116550.01000000,116550.00000000,116550.00000000,1.09308000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,21.85000000,0.02,buy binance -> sell coinbase,21586.53378904813,21590.580685344063,4.046896295931219,0.02
2025-08-08 05:58:00,BTC-USDT,BTC,USDT,116550.00000000,116550.01000000,116550.00000000,116550.01000000,1.14800000,116571.850000000005821,116571.850000000005821,116571.850000000005821,116571.850000000005821,0.0,coinbase,21.84000000,0.02,buy binance -> sell coinbase,21590.580685344063,21594.626487503738,4.045802159675077,0.02
2025-08-08 05:59:00,BTC-USDT,BTC,USDT,116550.01000000,116550.01000000,116505.00000000,116530.63000000,12.04609000,116545.389999999999418,116550.789999999993597,116511.309999999997672,116518.669999999998254,0.13281414,binance,11.96000000,0.01,buy coinbase -> sell binance,21594.626487503738,21596.843057026806,2.216569523068756,0.01
2025-08-08 06:00:00,BTC-USDT,BTC,USDT,116530.64000000,116530.64000000,116477.40000000,116478.00000000,12.96325000,116486.470000000001164,116537.330000000001746,116486.470000000001164,116537.330000000001746,0.04035891,coinbase,59.33000000,0.05,buy binance -> sell coinbase,21596.843057026806,21607.84376701988,11.000709993073542,0.05
2025-08-08 06:01:00,BTC-USDT,BTC,USDT,116478.00000000,116499.00000000,116478.00000000,116495.12000000,9.80192000,116537.330000000001746,116537.330000000001746,116516.210000000006403,116516.929999999993015,0.03268641,coinbase,21.81000000,0.02,buy binance -> sell coinbase,21607.84376701988,21611.889147397687,4.045380377807305,0.02
2025-08-08 06:02:00,BTC-USDT,BTC,USDT,116495.12000000,116495.12000000,116495.10000000,116495.11000000,6.91184000,116516.929999999993015,116516.929999999993015,116516.929999999993015,116516.929999999993015,0.0,coinbase,21.82000000,0.02,buy binance -> sell coinbase,21611.889147397687,21615.93714066707,4.04799326938155,0.02
2025-08-08 06:03:00,BTC-USDT,BTC,USDT,116495.11000000,116495.11000000,116495.10000000,116495.11000000,4.19071000,116516.929999999993015,116516.929999999993015,116516.929999999993015,116516.929999999993015,0.0,coinbase,21.82000000,0.02,buy binance -> sell coinbase,21615.93714066707,21619.985892141784,4.048751474714663,0.02
2025-08-08 06:04:00,BTC-USDT,BTC,USDT,116495.11000000,116495.11000000,116495.10000000,116495.11000000,0.49714000,116516.929999999993015,116516.929999999993015,116516.929999999993015,116516.929999999993015,0.0,coinbase,21.82000000,0.02,buy binance -> sell coinbase,21619.985892141784,21624.035401963836,4.0495098220526415,0.02
2025-08-08 06:05:00,BTC-USDT,BTC,USDT,116495.11000000,116495.11000000,116495.10000000,116495.11000000,1.47797000,116516.929999999993015,116516.929999999993015,116516.929999999993015,116516.929999999993015,0.0,coinbase,21.82000000,0.02,buy binance -> sell coinbase,21624.035401963836,21628.085670275275,4.05026831143914,0.02
2025-08-08 06:06:00,BTC-USDT,BTC,USDT,116495.11000000,116495.11000000,116430.60000000,116444.16000000,12.02757000,116489.210000000006403,116489.210000000006403,116450.600000000005821,116450.600000000005821,0.22852801,coinbase,6.44000000,0.01,buy binance -> sell coinbase,21628.085670275275,21629.281821904664,1.1961516293886234,0.01
2025-08-08 06:07:00,BTC-USDT,BTC,USDT,116444.17000000,116444.17000000,116411.64000000,116411.64000000,8.39584000,116443.789999999993597,116443.80000000000291,116426.210000000006403,116426.210000000006403,0.0331501,coinbase,14.57000000,0.01,buy binance -> sell coinbase,21629.281821904664,21631.988927793263,2.7071058885994717,0.01
2025-08-08 06:08:00,BTC-USDT,BTC,USDT,116411.65000000,116411.65000000,116401.00000000,116401.01000000,2.71595000,116415.309999999997672,116415.309999999997672,116402.229999999995925,116402.229999999995925,0.04975613,coinbase,1.22000000,0.00,buy binance -> sell coinbase,21631.988927793263,21632.215652857692,0.22672506442904705,0.00
2025-08-08 06:09:00,BTC-USDT,BTC,USDT,116401.01000000,116401.01000000,116401.00000000,116401.01000000,1.67719000,116402.229999999995925,116402.229999999995925,116402.229999999995925,116402.229999999995925,0.0,coinbase,1.22000000,0.00,buy binance -> sell coinbase,21632.215652857692,21632.44238029843,0.22672744073861395,0.00
2025-08-08 06:10:00,BTC-USDT,BTC,USDT,116401.01000000,116442.52000000,116401.00000000,116442.52000000,20.23260000,116402.229999999995925,116458.809999999997672,116402.229999999995925,116458.809999999997672,0.81298427,coinbase,16.29000000,0.01,buy binance -> sell coinbase,21632.44238029843,21635.468701666046,3.02632136761531,0.01
2025-08-08 06:11:00,BTC-USDT,BTC,USDT,116442.51000000,116458.23000000,116442.51000000,116458.23000000,3.78841000,116468.710000000006403,116495.740000000005239,116468.710000000006403,116495.740000000005239,0.02630488,coinbase,37.51000000,0.03,buy binance -> sell coinbase,21635.468701666046,21642.43726396516,6.968562299112818,0.03
2025-08-08 06:12:00,BTC-USDT,BTC,USDT,116458.23000000,116499.00000000,116458.22000000,116479.08000000,20.77342000,116520.30000000000291,116520.30000000000291,116496.5,116502.350000000005821,0.04420143,coinbase,23.27000000,0.02,buy binance -> sell coinbase,21642.43726396516,21646.760954666806,4.323690701647138,0.02
2025-08-08 06:13:00,BTC-USDT,BTC,USDT,116479.08000000,116485.96000000,116479.07000000,116485.96000000,3.97238000,116502.350000000005821,116502.350000000005821,116502.350000000005821,116502.350000000005821,0.0,coinbase,16.39000000,0.01,buy binance -> sell coinbase,21646.760954666806,21649.806732991052,3.0457783242454752,0.01
2025-08-08 06:14:00,BTC-USDT,BTC,USDT,116485.96000000,116564.40000000,116485.95000000,116564.40000000,19.85857000,116579.479999999995925,116579.479999999995925,116579.479999999995925,116579.479999999995925,0.00203834,coinbase,15.08000000,0.01,buy binance -> sell coinbase,21649.806732991052,21652.60758029549,2.8008473044392304,0.01
2025-08-08 06:15:00,BTC-USDT,BTC,USDT,116564.39000000,116566.00000000,116535.78000000,116535.79000000,6.32303000,116586.75,116586.75,116515.360000000000582,116515.360000000000582,0.03228383,binance,20.43000000,0.02,buy coinbase -> sell binance,21652.60758029549,21656.404185076743,3.796604781251517,0.02
2025-08-08 06:16:00,BTC-USDT,BTC,USDT,116535.79000000,116555.99000000,116535.78000000,116548.64000000,2.23415000,116515.360000000000582,116515.360000000000582,116515.360000000000582,116515.360000000000582,0.0,binance,33.28000000,0.03,buy coinbase -> sell binance,21656.404185076743,21662.589851338078,6.185666261335427,0.03
2025-08-08 06:17:00,BTC-USDT,BTC,USDT,116548.63000000,116548.64000000,116522.47000000,116522.48000000,2.27864000,116515.360000000000582,116515.360000000000582,116515.360000000000582,116515.360000000000582,0.0,binance,7.12000000,0.01,buy coinbase -> sell binance,21662.589851338078,21663.91360504524,1.3237537071618135,0.01
2025-08-08 06:18:00,BTC-USDT,BTC,USDT,116522.47000000,116522.48000000,116515.44000000,116515.45000000,1.88923000,116515.360000000000582,116515.360000000000582,116515.360000000000582,116515.360000000000582,0.0,binance,0.09000000,0.00,buy coinbase -> sell binance,21663.91360504524,21663.93033890955,0.01673386431139079,0.00
2025-08-08 06:19:00,BTC-USDT,BTC,USDT,116515.45000000,116515.45000000,116505.78000000,116505.79000000,1.97361000,116515.360000000000582,116515.360000000000582,116515.360000000000582,116515.360000000000582,0.0,coinbase,9.57000000,0.01,buy binance -> sell coinbase,21663.93033890955,21665.709854016426,1.7795151068748964,0.01
2025-08-08 06:20:00,BTC-USDT,BTC,USDT,116505.79000000,116533.33000000,116505.78000000,116521.23000000,7.16485000,116531.279999999998836,116547.240000000005239,116531.279999999998836,116547.160000000003492,0.11975934,coinbase,25.93000000,0.02,buy binance -> sell coinbase,21665.709854016426,21670.53122310526,4.821369088833308,0.02
2025-08-08 06:21:00,BTC-USDT,BTC,USDT,116521.24000000,116521.24000000,116462.78000000,116462.79000000,2.22413000,116525.039999999993597,116525.039999999993597,116479.350000000005821,116508.44999999999709,0.02259158,coinbase,45.66000000,0.04,buy binance -> sell coinbase,21670.53122310526,21679.02729687824,8.496073772981617,0.04
2025-08-08 06:22:00,BTC-USDT,BTC,USDT,116462.78000000,116462.79000000,116462.78000000,116462.79000000,0.91674000,116508.44999999999709,116508.44999999999709,116508.44999999999709,116508.44999999999709,0.0,coinbase,45.66000000,0.04,buy binance -> sell coinbase,21679.02729687824,21687.52670159262,8.499404714377306,0.04
2025-08-08 06:23:00,BTC-USDT,BTC,USDT,116462.79000000,116519.41000000,116462.78000000,116519.41000000,29.29600000,116508.44999999999709,116508.44999999999709,116508.44999999999709,116508.44999999999709,0.0,binance,10.96000000,0.01,buy coinbase -> sell binance,21687.52670159262,21689.56685655691,2.0401549642920145,0.01
2025-08-08 06:24:00,BTC-USDT,BTC,USDT,116519.41000000,116531.99000000,116519.40000000,116531.98000000,1.03138000,116552.190000000002328,116554.69999999999709,116552.190000000002328,116554.69999999999709,0.03264587,coinbase,22.72000000,0.02,buy binance -> sell coinbase,21689.56685655691,21693.795626710657,4.228770153746154,0.02
2025-08-08 06:25:00,BTC-USDT,BTC,USDT,116531.98000000,116573.36000000,116531.98000000,116573.35000000,8.26745000,116554.69999999999709,116554.69999999999709,116554.69999999999709,116554.69999999999709,0.0,binance,18.65000000,0.02,buy coinbase -> sell binance,21693.795626710657,21697.26686629549,3.4712395848328015,0.02
2025-08-08 06:26:00,BTC-USDT,BTC,USDT,116573.36000000,116646.73000000,116573.35000000,116639.43000000,21.93312000,116632.679999999993015,116632.679999999993015,116632.679999999993015,116632.679999999993015,0.01827632,binance,6.75000000,0.01,buy coinbase -> sell binance,21697.26686629549,21698.522573969767,1.2557076742778008,0.01
2025-08-08 06:27:00,BTC-USDT,BTC,USDT,116639.43000000,116664.99000000,116622.46000000,116622.46000000,4.59810000,116632.679999999993015,116632.679999999993015,116632.679999999993015,116632.679999999993015,0.0,coinbase,10.22000000,0.01,buy binance -> sell coinbase,21698.522573969767,21700.42408505696,1.9015110871914658,0.01
2025-08-08 06:28:00,BTC-USDT,BTC,USDT,116622.47000000,116622.47000000,116613.10000000,116613.10000000,1.50479000,116632.679999999993015,116632.679999999993015,116632.679999999993015,116632.679999999993015,0.0,coinbase,19.58000000,0.02,buy binance -> sell coinbase,21700.42408505696,21704.067709174535,3.6436241175761097,0.02
2025-08-08 06:29:00,BTC-USDT,BTC,USDT,116613.11000000,116637.99000000,116613.10000000,116637.98000000,4.90662000,116632.679999999993015,116632.679999999993015,116632.679999999993015,116632.679999999993015,0.0,binance,5.30000000,0.00,buy coinbase -> sell binance,21704.067709174535,21705.053981279903,0.9862721053686982,0.00
2025-08-08 06:30:00,BTC-USDT,BTC,USDT,116637.99000000,116677.91000000,116637.99000000,116677.91000000,9.24255000,116677.380000000004657,116677.380000000004657,116602.55000000000291,116602.55000000000291,0.0400778,binance,75.36000000,0.06,buy coinbase -> sell binance,21705.053981279903,21719.0819152147,14.027933934798057,0.06
2025-08-08 06:31:00,BTC-USDT,BTC,USDT,116677.90000000,116680.39000000,116672.85000000,116680.39000000,4.82694000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,binance,77.84000000,0.07,buy coinbase -> sell binance,21719.0819152147,21733.58085487151,14.498939656808943,0.07
2025-08-08 06:32:00,BTC-USDT,BTC,USDT,116680.38000000,116680.39000000,116628.60000000,116628.60000000,6.15427000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,binance,26.05000000,0.02,buy coinbase -> sell binance,21733.58085487151,21738.436321422363,4.855466550852725,0.02
2025-08-08 06:33:00,BTC-USDT,BTC,USDT,116628.61000000,116628.61000000,116586.00000000,116586.00000000,2.27682000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,coinbase,16.55000000,0.01,buy binance -> sell coinbase,21738.436321422363,21741.522207558945,3.0858861365813937,0.01
2025-08-08 06:34:00,BTC-USDT,BTC,USDT,116586.00000000,116589.39000000,116586.00000000,116589.38000000,2.68147000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,coinbase,13.17000000,0.01,buy binance -> sell coinbase,21741.522207558945,21743.978141774165,2.4559342152206227,0.01
2025-08-08 06:35:00,BTC-USDT,BTC,USDT,116589.38000000,116598.32000000,116589.38000000,116598.31000000,2.64281000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,coinbase,4.24000000,0.00,buy binance -> sell coinbase,21743.978141774165,21744.768843348837,0.7907015746714023,0.00
2025-08-08 06:36:00,BTC-USDT,BTC,USDT,116598.31000000,116665.69000000,116598.31000000,116664.52000000,2.99335000,116602.55000000000291,116602.55000000000291,116602.55000000000291,116602.55000000000291,0.0,binance,61.97000000,0.05,buy coinbase -> sell binance,21744.768843348837,21756.3253944296,11.55655108076462,0.05
2025-08-08 06:37:00,BTC-USDT,BTC,USDT,116664.52000000,116684.68000000,116664.52000000,116664.52000000,2.91871000,116680.610000000000582,116680.610000000000582,116675.160000000003492,116675.160000000003492,0.04289322,coinbase,10.64000000,0.01,buy binance -> sell coinbase,21756.3253944296,21758.3096078151,1.9842133854981512,0.01
2025-08-08 06:38:00,BTC-USDT,BTC,USDT,116664.53000000,116664.53000000,116660.00000000,116660.01000000,0.69648000,116667.880000000004657,116668.419999999998254,116660.990000000005239,116660.990000000005239,0.05964675,coinbase,0.98000000,0.00,buy binance -> sell coinbase,21758.3096078151,21758.492388044724,0.18278022962476825,0.00
2025-08-08 06:39:00,BTC-USDT,BTC,USDT,116660.00000000,116660.01000000,116628.13000000,116628.13000000,1.57111000,116660.990000000005239,116660.990000000005239,116660.990000000005239,116660.990000000005239,0.0,coinbase,32.86000000,0.03,buy binance -> sell coinbase,21758.492388044724,21764.622847822062,6.130459777337819,0.03
2025-08-08 06:40:00,BTC-USDT,BTC,USDT,116628.14000000,116649.96000000,116625.33000000,116649.96000000,3.79495000,116621.240000000005239,116645.69999999999709,116621.240000000005239,116645.69999999999709,0.06742279,binance,4.26000000,0.00,buy coinbase -> sell binance,21764.622847822062,21765.41771032734,0.7948625052777061,0.00
2025-08-08 06:41:00,BTC-USDT,BTC,USDT,116649.96000000,116676.53000000,116649.95000000,116676.52000000,2.06545000,116645.69999999999709,116645.69999999999709,116645.69999999999709,116645.69999999999709,0.0,binance,30.82000000,0.03,buy coinbase -> sell binance,21765.41771032734,21771.168545324534,5.750834997194033,0.03
2025-08-08 06:42:00,BTC-USDT,BTC,USDT,116676.52000000,116676.53000000,116676.52000000,116676.53000000,0.87040000,116645.69999999999709,116645.69999999999709,116645.69999999999709,116645.69999999999709,0.0,binance,30.83000000,0.03,buy coinbase -> sell binance,21771.168545324534,21776.922766236683,5.7542209121493215,0.03
2025-08-08 06:43:00,BTC-USDT,BTC,USDT,116676.53000000,116691.56000000,116670.57000000,116691.55000000,6.45557000,116645.69999999999709,116645.69999999999709,116645.69999999999709,116645.69999999999709,0.0,binance,45.85000000,0.04,buy coinbase -> sell binance,21776.922766236683,21785.482635214554,8.559868977870792,0.04
2025-08-08 06:44:00,BTC-USDT,BTC,USDT,116691.56000000,116723.19000000,116691.55000000,116723.19000000,1.38514000,116645.69999999999709,116645.69999999999709,116645.69999999999709,116645.69999999999709,0.0,binance,77.49000000,0.07,buy coinbase -> sell binance,21785.482635214554,21799.955153699186,14.472518484632019,0.07
2025-08-08 06:45:00,BTC-USDT,BTC,USDT,116723.19000000,116723.19000000,116692.20000000,116692.21000000,4.01062000,116645.69999999999709,116645.69999999999709,116645.69999999999709,116645.69999999999709,0.0,binance,46.51000000,0.04,buy coinbase -> sell binance,21799.955153699186,21808.647423660263,8.692269961076818,0.04
